id,type,name,concat,house_number,postcode,lat,lon
l141,cafe,Victoria,s969,74,10117,52.5265906,13.3941332
l142,restaurant,Shiso Burger,s969,29c,10119,52.5272291,13.3988136
l143,pub,Weinstube,s11633,98,13359,52.5638989,13.3926783
l144,restaurant,Casa de Empanadas,s6808,9,10405,52.5346278,13.4244698
l145,restaurant,Surf & Sushi,s7716,17,10178,52.523965,13.3974459
l146,restaurant,Zahnschmie.de,s784,8,10115,52.5342954,13.3957389
l147,bar,Bijou Bar,s7203,1,10178,52.5229828,13.3999603
l148,cafe,Flakes Corner,s7464,9,10178,52.5225514,13.4007036
l149,pub,Lerchen & Eulen,s8297,33,10997,52.5021595,13.4307682
l150,restaurant,Froindlichst,s5064,31,10405,52.5330021,13.4231682
l151,pub,Absinth,s2440,24,10437,52.5447917,13.4231482
l152,cafe,Russtrôt,s11800,56,10117,52.5081113,13.3951983
l153,restaurant,Karun,s7991,29,10627,52.507995,13.3079493
l154,cafe,nibs,s1464,46,10623,52.504229,13.3200252
l155,hotel,Haus Pro-social,s1481,12,12683,52.5276813,13.567433649999998
l156,restaurant,Agni,s5330,1,10553,52.5245971,13.3271578
l157,restaurant,Sytu,s8219,226,10405,52.5334534,13.4204508
l158,restaurant,Roji,s7658,11,10435,52.5390061,13.4090528
l159,bar,Lab.Oratory,s672,,10243,52.5115736,13.4430142
l160,restaurant,Dioklecijan,s8099,51,13589,52.5514935,13.1847836
l161,restaurant,Vadolì,s7716,14,10178,52.523808,13.3983137
l162,cafe,Comebuy,s7716,83,10178,52.5235963,13.3992021
l163,restaurant,Ost-West-Café,s1771,53,13355,52.5385981,13.3963665
l164,hotel,Hotel Siemensstadt,s5287,4,13629,52.5377329,13.2661608
l165,restaurant,Ribs & More,s6763,14,10789,52.5025596,13.3368618
l166,restaurant,Kushinoya,s1464,6,10623,52.505419,13.3198324
l167,nightclub,Slaughterhouse,s6280,35,10557,52.5344022,13.3597082
l168,restaurant,Mami,s2781,1,10439,52.5521313,13.4148214
l169,restaurant,Rôu,s9479,25,10119,52.535191,13.40724
l170,restaurant,Landhaus Hubertus,s5121,46,13465,52.6552764,13.2839508
l171,bar,Ottorink Weinbar,s2386,,10999,52.5008697,13.4167581
l172,restaurant,Zagreb,s7348,25,13351,52.5573284,13.3339798
l173,restaurant,Pepe Nero,s1618,30,10407,52.5317294,13.4344685
l174,cafe,Eisdiele Gloria,s9973,5,14050,52.5168683,13.2615548
l175,restaurant,Tim Raue,s8890,26,10969,52.506872,13.3913749
l176,restaurant,Steakhaus Nonnendamm,s7575,98,13629,52.5369427,13.2659017
l177,restaurant,Cao Cao,s6763,2,10789,52.5031866,13.3369581
l178,hotel,Flower's Boardinghause,s7291,1,10119,52.5270809,13.4076657
l179,cafe,Wahrhaft Nahrhaft,s8546,16,10245,52.5075687,13.4563727
l180,pub,Kleine Kneipe,s2440,68,10437,52.5453262,13.4230492
l181,cafe,kaffeebar,s9886,55a,10437,52.5446359,13.422957
l182,restaurant,Dicker Engel,s1378,44,10551,52.5322836,13.3407686
l183,restaurant,House of Marly,s4941,20,10407,52.5316651,13.4321297
l184,bar,Albert,s1254,122,13088,52.5504013,13.4611168
l185,hotel,Hotel de Rome,s1175,37,10117,52.5157914,13.3940671
l186,restaurant,Lina,s1978,3,10117,52.5229438,13.3786871
l187,restaurant,Riviera,s5764,71,10623,52.5031373,13.3222609
l188,cafe,Café Köstlich,s9171,53,10627,52.5099126,13.3010322
l189,hostel,One80°,s7794,65,10178,52.5238133,13.4178901
l190,museum,Werkbund Berlin,s3790,13b,10623,52.5090606,13.3184486
l191,cafe,Café,s5956,9,10115,52.5251572,13.3977825
l192,restaurant,Zum Nudelholz,s2903,37a,13088,52.5557531,13.4796223
l193,pub,Bärenhöhle,s9325,90,10439,52.5533322,13.4148561
l194,restaurant,mittendrin,s9756,19,10178,52.5256767,13.4009335
l195,restaurant,Diekmann,s6981,7,10719,52.5012896,13.3287558
l196,pub,Subito,s10981,4,10551,52.5285632,13.3369866
l197,cafe,Starbucks,s6086,231,10719,52.503958,13.3333339
l198,cafe,Motte,s7381,40,13347,52.5495968,13.3619093
l199,restaurant,Pizzeria Ledi,s11294,28,10317,52.5085086,13.4971695
l200,hotel,Hotel Pension Fasanen Haus,s2941,73,10719,52.5021684,13.3275001
l201,hotel,Hotel Augusta,s2941,22,10719,52.5023055,13.3272088
l202,cafe,Ventelino,s4376,30,13158,52.5868154,13.3675408
l203,pub,Bierbrunnen an der Plumpe,s1173,3,13357,52.5498973,13.3867398
l204,restaurant,My Tibet House,s8289,10,10247,52.5171568,13.4614423
l205,cafe,Coffeebar,s3675,1,10117,52.5203576,13.3904824
l206,restaurant,Barist,s679,13,10178,52.5226353,13.401906
l207,restaurant,Marjellchen,s7202,9,10629,52.5031689,13.3178402
l208,bar,Orange Time,s9325,111,10439,52.5511599,13.4136143
l209,cafe,ostPost,s8585,25,10249,52.5205841,13.4474068
l210,restaurant,Schildkröte,s6086,212,10719,52.5018416,13.3253324
l211,restaurant,Hüftengold,s7658,27,10435,52.540161,13.405964
l212,restaurant,Kochbox,s2276,95,10178,52.5183372,13.4153449
l213,restaurant,Salt & Pepper,s11508,147,13595,52.5245092,13.1934071
l214,cafe,Bonne Vie Berlin,s8287,1,10178,52.517285,13.407669
l215,cafe,Dujardin,s10755,12,13357,52.5508274,13.3735134
l216,cafe,me Café,s969,68,10117,52.5268154,13.3951902
l217,restaurant,Kantine,s7575,,13629,52.5381158,13.2616474
l218,hotel,Hotel Indigo Berlin Alexanderplatz,s1280,5,10178,52.5240218,13.4173768
l219,pub,Little Pub,s2391,6,10439,52.5510184,13.4058213
l220,restaurant,Mutzenbacher,s6367,11,10245,52.5085069,13.4526828
l221,hotel,Hotel-Pension Schenk,s5750,1,13156,52.5853409,13.4126047
l222,bar,Suzie Mambo,s10871,16,10119,52.5335272,13.4023074
l223,bar,Neelou,s5405,8,10787,52.5008658,13.3540945
l224,restaurant,Let's Go Sylt,s6086,212,10719,52.5020713,13.3254262
l225,hotel,Hotel Leonardo,s6086,,10719,52.5025419,13.3238646
l226,hotel,relexa hotel Stuttgarter Hof Berlin,s778,8 9,10963,52.5049304,13.3851932
l227,restaurant,Gasthaus Krombach,s6981,4,10719,52.5020658,13.328875
l228,cafe,Einstein Kaffee,s5293,1,10115,52.5321364,13.3841353
l229,restaurant,Chibee Chicken & Beer,s10430,29a,13353,52.5428994,13.3561684
l230,pub,Hackendahl,s3364,128,10117,52.5253797,13.3871001
l231,restaurant,Saporito,s10267,21,10249,52.5223523,13.4499114
l232,pub,Bierbaum,s6362,7,10629,52.5025469,13.3049601
l233,bar,Roberta,s11815,7,10119,52.535623,13.401254
l234,restaurant,Nikko,s4230,28,10587,52.5223779,13.3244337
l235,cafe,Kaffe,s5064,6,10405,52.532701,13.4232129
l236,bar,Jatz,s3872,2,13357,52.5502352,13.3691639
l237,cafe,Tortenhebär,s11730,9,10585,52.5129253,13.3124965
l238,cafe,Stadtschloß Moabit Nachbarschaftshaus,s8830,32b,10553,52.5316567,13.3259789
l239,restaurant,Pizzeria Ali Baba,s1464,45,10623,52.5039286,13.3199842
l240,cafe,Melis Coffee,s3938,137,10409,52.5461931,13.4455087
l241,restaurant,Belluno,s5811,66,10435,52.5361063,13.4181265
l242,hotel,Hotel Vivaldi,s5764,29,10623,52.5039397,13.3218142
l243,cafe,The Barn,s9325,8,10119,52.5299353,13.4106932
l244,restaurant,Trattoria Due Pini,s8292,92,13409,52.5678939,13.3786926
l245,restaurant,Spero,s9171,53,10627,52.5099086,13.3009287
l246,restaurant,Modo Mio,s7233,5,10587,52.5215775,13.3224168
l247,restaurant,Star Kitchen,s9671,37,10245,52.5104391,13.4567056
l248,restaurant,Mundvoll,s10979,48,10997,52.503117,13.4207589
l249,cafe,Café Largo,s6735,33,13347,52.5506121,13.3594236
l250,restaurant,Ishin,s7140,24,10117,52.5180238,13.3865429
l251,pub,K6,s5717,6,10787,52.5005192,13.3503688
l252,cafe,SETs,s9239,,10629,52.5024401,13.3166875
l253,restaurant,I Fidele,s10,15,10587,52.5172004,13.3212849
l254,restaurant,Richard,s5874,174,10997,52.5041682,13.435185
l255,cafe,Godshot,s5064,32,10405,52.5330508,13.422994
l256,pub,Kleine Kneipe,s5667,22,14059,52.5186564,13.289907
l257,cafe,Homemade,s9671,10,10245,52.5107974,13.4564059
l258,restaurant,TU Personalkantine (Mathekantine),s10242,136,10623,52.5139972,13.3257064
l259,restaurant,AndaLucia,s9082,2,10623,52.5053522,13.3232698
l260,restaurant,Marooush,s5764,48,10719,52.5009724,13.3214132
l261,restaurant,Hako Ramen,s5474,16,10435,52.5384963,13.4093473
l262,pub,Zum Happen,s11294,32,10317,52.5082194,13.4970003
l263,restaurant,Restaurant Glashaus,s6465,29,10969,52.5051272,13.3972549
l264,cafe,westberlin,s3364,25,10969,52.5058194,13.3904613
l265,cafe,auf die Hand,s6635,45,10117,52.5230618,13.3797687
l266,restaurant,beets&roots,s4014,38,10115,52.52665,13.3985154
l267,cafe,Aspawa Patisserie Cafe & Frühstückshaus,s10736,39,10551,52.5268335,13.3363386
l268,cafe,Handbestand - Altbuchhandel und Kaffeehaus,s1771,42,10115,52.5366195,13.3974957
l269,cafe,Jazzcafé,s4001,53,10623,52.5075667,13.3212913
l270,restaurant,Trattoria La Bruschetta,s766,66,10243,52.5133859,13.4311379
l271,restaurant,Bombay Spice,s11509,79,10117,52.5141429,13.3815125
l273,cafe,Ampelmann,s6086,20,10719,52.5039547,13.3306362
l274,hostel,Don-Bosco-Zentrum Berlin,s7810,1,12681,52.5508995,13.546142365460476
l275,restaurant,La Caleta,s11407,26a,10707,52.5002613,13.3151308
l276,pub,Richie's Cafe-Bar,s9537,106,13353,52.5486051,13.3476337
l277,cafe,Telefónica Basecamp,s7140,51 53,10117,52.5179128,13.3879603
l278,cafe,Café Schwesterherz,s5865,22,10437,52.5490235,13.4061879
l279,museum,"Bezirksmuseum Marzahn-Hellersdorf, Haus 1",s252,51,12685,52.54314835,13.561017945984302
l280,restaurant,Spree-Kantine,s5616,7,10557,52.5227966,13.3486581
l281,restaurant,Nanoosh,s7178,,10117,52.5123148,13.3910599
l282,nightclub,Privatclub,s9687,85 86,10997,52.5000715,13.4348491
l283,bar,Migi Würsch,s1626,14,10245,52.513744,13.4544826
l284,restaurant,Sushi Bar Ky,s7658,40,10435,52.5395739,13.406498
l285,cafe,Engelberg,s7658,21,10435,52.539702,13.4072172
l286,cafe,Thea & coffee,s1378,19,10559,52.531218,13.346216
l287,cafe,"""You are welcome""",s4014,15 16,10115,52.5249129,13.3989764
l288,cafe,Kaffee Pausenbrot,s6840,62,10969,52.5077765,13.3940022
l289,museum,Anne Frank Zentrum,s8771,39,10178,52.5244928,13.4019195
l290,cafe,Bean Fifteen Espresso Bar + Café,s6273,15,10245,52.5025539,13.4528697
l291,cafe,SBZ Krähenfuß,s2354,17,10117,52.5190904,13.3943048
l292,hotel,Q!,s5764,,10623,52.5026303,13.3221848
l293,hostel,Midel Hostel,s6597,1 2,10317,52.5023125,13.4870742
l294,cafe,Bertolini,s4001,,10623,52.5068798,13.3213697
l295,restaurant,Basil,s11561,65,10405,52.5324955,13.4238308
l296,restaurant,ULTramen,s9396,29,13347,52.5499784,13.365265
l297,cafe,Green Tea Café Mamecha,s7291,33,10119,52.5272253,13.4063034
l298,pub,Klo,s6282,57,10629,52.5022004,13.3130349
l299,restaurant,Juki,s6674,13,10437,52.5417849,13.4151593
l300,hotel,Best Western Hotel City Ost,s3236,57 59,10247,52.5147831,13.4662697
l301,restaurant,Pizzeria Da Luma,s1378,55,10559,52.531259,13.3444804
l302,cafe,Ostfee,s7658,39,10435,52.5396649,13.406293
l303,restaurant,Mondo Pazzo,s9239,,10629,52.503292,13.3174039
l304,cafe,good q,s10702,,10117,52.5271409,13.392985
l305,cafe,KiezeKlein,s6799,7,10997,52.5007861,13.423276
l306,restaurant,Asia Wok,s7528,7,10247,52.5140328,13.4587814
l307,cafe,Starbucks,s8207,4,10785,52.5097308,13.3732767
l308,cafe,Carisma Bakery,s5220,19,10719,52.5012925,13.3307086
l309,cafe,Cafe im Schilf,s4362,21,10317,52.504084,13.4822631
l310,nightclub,Trust,s7464,10,10178,52.5224064,13.4007894
l311,hotel,Hotel Alte Galerie,s6282,48,10629,52.5023606,13.3135217
l312,cafe,Lindner & Feinbäckerei,s11752,13,13465,52.6343912,13.2899811
l313,cafe,La Siesta,s3504,2,10178,52.5219314,13.4017393
l314,pub,Home Bar,s7442,23,10245,52.5070704,13.4708823
l315,hotel,Art Nouveau,s6282,59,10629,52.50288,13.313163
l316,restaurant,Kori & Fay,s8890,28,10969,52.5069034,13.3910997
l317,restaurant,World of Pizza,s9606,18,10117,52.5085311,13.4053466
l318,cafe,Princess Cheesecake,s10702,37,10117,52.5266968,13.3931906
l319,museum,Mauermuseum,s3364,43 45,10969,52.5071871,13.390676
l321,cafe,Panke Café,s3637,23,13347,52.5449816,13.3742252
l322,restaurant,Tapas y más,s7450,17,10179,52.5101993,13.4060565
l323,restaurant,El Borriquito,s11407,,10625,52.5057781,13.3155728
l324,cafe,Amitola,s6004,35,10245,52.509468,13.4643063
l325,nightclub,Orchidea,s8502,74,13347,52.551145,13.3672515
l326,cafe,Mühlencafé,s880,4,13469,52.6070436,13.31843
l327,restaurant,Zum Stammtisch,s1674,15,10551,52.53017,13.3401888
l328,restaurant,P-Fresh,s1694,7,13187,52.5713002,13.410011
l329,hotel,Calma Berlin Mitte,s6480,139 140,10115,52.5263877,13.3901295
l330,restaurant,Zum Nußbaum,s495,3,10178,52.5171542,13.4071
l331,museum,Forum Willy Brandt Berlin,s1175,15,10117,52.5153117,13.3863294
l332,cafe,Emma Pea,s8546,99,10245,52.5074321,13.4547101
l333,nightclub,The Door,s5220,25,10719,52.5008789,13.3311044
l334,cafe,King,s8395,23,10789,52.5014745,13.3330236
l335,restaurant,Werkskantine,s10009,207,10369,52.5245841,13.4651602
l336,hotel,Kima,s11407,27,10707,52.5003294,13.3151486
l337,hotel,Holiday Inn Berlin - Centre Alexanderplatz,s10495,2,10178,52.5237464,13.4174074
l338,restaurant,Restaurant Paracas II,s3364,12,10969,52.5015163,13.3915627
l339,restaurant,Sumi,s2153,,10711,52.5003018,13.2997066
l340,restaurant,Capone,s6086,202,10719,52.5016581,13.3215066
l341,restaurant,Enzo,s6808,38,10405,52.5346683,13.4251968
l342,restaurant,Saravanaa Bhavan,s8203,5,10785,52.5102165,13.3760977
l343,restaurant,San Marino,s9082,12,10623,52.5053698,13.3213997
l344,bar,Curly,s48,17,13347,52.5479459,13.3668959
l345,restaurant,Que Pasa,s7716,27,10117,52.5246514,13.3949157
l346,restaurant,Suppeto,s5956,11,10115,52.5253125,13.398383
l347,cafe,KALA,s11102,71,10243,52.5119055,13.452735
l348,cafe,La Tazza D'Oro,s4043,40,10245,52.5121179,13.4538889
l349,restaurant,Don Sushi,s7528,12,10247,52.5132988,13.4580361
l350,cafe,WiwiCafé,s10242,145,10623,52.5118067,13.3248383
l351,cafe,Kart World,s429,15 29,13599,52.53717,13.22483
l352,cafe,Eiscafé Mauritius,s10507,2,14052,52.5099931,13.2735201
l353,hotel,Concorde Hotel am Studio,s5328,80,14057,52.5094291,13.2773806
l354,hotel,Kallmeyer,s9518,75,13583,52.537596,13.1864235
l355,hotel,Alecsa Hotel am Olympiastadion,s3756,30,14055,52.5109782,13.2207572
l356,cafe,Il Milanese del Tacco,s9971,63,13357,52.5518655,13.3840183
l357,cafe,WonderWaffel,s25,88,10997,52.5017038,13.4194007
l358,bar,Tirrée,s1378,46,10551,52.5320467,13.3415576
l359,cafe,Café Re,s6845,22,10179,52.513121,13.4109299
l360,restaurant,Carl & Sophie,s253,99,10559,52.5229318,13.3460154
l361,restaurant,Tak Kee,s11529,79,10629,52.5023267,13.307671
l362,cafe,Café Bades,s815,35,13347,52.5474409,13.3638833
l363,restaurant,Quy Nguyen,s7716,7,10178,52.5237128,13.4004769
l364,bar,Kamine & Wein,s8249,58,13359,52.5578993,13.3853061
l365,restaurant,Ana e Bruno,s9753,101,14059,52.5178024,13.2872193
l366,bar,Analog,s6883,21,13357,52.5510519,13.3722281
l367,restaurant,Romiosini,s9518,134,13583,52.5391086,13.1791616
l368,hotel,Hotel Castell Berlin,s11407,24,10707,52.5001968,13.3147386
l369,restaurant,Thai Huong Snack,s4519,12,10179,52.5064781,13.416557
l370,restaurant,Schnitzelei,s8728,7,10587,52.5196739,13.3145445
l371,cafe,Opern Cafe,s1419,28,10625,52.5121652,13.3114426
l372,cafe,Makrönchen Manufaktur,s6308,9,14057,52.5054853,13.2970665
l373,nightclub,Bunte Kuh,s1281,78,13088,52.5574429,13.4701935
l374,restaurant,Sushi for you,s4520,29,10179,52.5069295,13.4135957
l375,cafe,Bootshaus Café,s6808,49,10405,52.535488,13.4228051
l376,hotel,Hotel Pension Elegia,s7525,74,10629,52.5041728,13.3161301
l377,restaurant,Happy Buddha,s9194,22,10115,52.5303539,13.3869299
l378,restaurant,La Pausa,s10616,125,10119,52.5297345,13.4006323
l379,cafe,Café Blaumond,s5064,3,10405,52.5329329,13.4225646
l380,restaurant,Braufactum Berlin,s4412,3 4,10117,52.5133633,13.3959964
l381,restaurant,JOSL Berlin,s7991,70,10627,52.5078096,13.3040796
l382,restaurant,Taleh Thai,s5492,14,10407,52.5304811,13.4315662
l383,restaurant,Agra,s253,107,10559,52.5244539,13.3491893
l384,restaurant,restaurant sant angelo,s3832,85,13509,52.5913965,13.2981068
l385,restaurant,Kantine Universal,s10016,1,10245,52.5019799,13.4480109
l386,restaurant,Samâdhi,s11509,77,10117,52.5144958,13.3813349
l387,cafe,Gina bistrot,s11815,77,10119,52.532458,13.4096059
l388,hotel,Armony Hotel,s6797,36,10997,52.5043955,13.4267256
l389,restaurant,Grand Cafe Saint-Germain,s9082,13,10623,52.5051798,13.3213814
l390,hotel,City Hotel am Kurfürstendamm,s6086,173 174,10707,52.500015,13.3097569
l391,cafe,Goodies,s11102,69,10243,52.5114386,13.4525312
l392,restaurant,Monopol,s4574,9,10587,52.5214004,13.3247548
l393,cafe,Einstein Kaffee,s3239,12,10587,52.5211711,13.3292433
l394,restaurant,Stavros,s5383,,10625,52.5060704,13.31476
l395,restaurant,Pinoy,s2167,49,14059,52.5148098,13.2910002
l396,restaurant,Neugrüns Köche,s9325,135,10437,52.5438137,13.4120079
l397,bar,Bären-Stüb'l,s4097,28,10587,52.517158,13.3202011
l398,bar,Herman Belgian Bar,s9325,173,10119,52.5323828,13.4121244
l399,cafe,Café Casero,s7442,21,10245,52.5074052,13.4711984
l400,restaurant,Zen,s5220,16,10719,52.5017419,13.330788
l401,restaurant,Die Stulle,s1941,10,10623,52.5066104,13.3236513
l402,restaurant,Rosengarten am Engelbecken,s6271,2,10179,52.5062984,13.4171876
l403,cafe,Milch & Zucker,s11102,70,10243,52.5116533,13.4526184
l404,cafe,Melt Caramel,s4043,40,10245,52.5121329,13.4538222
l405,restaurant,Papaya,s6004,15,10245,52.510661,13.4570522
l406,hostel,Jugendherberge Berlin Ernst Reuter,s4644,48 50,13467,52.6052491,13.291789
l407,cafe,Café TELquel,s2824,7,10587,52.5130534,13.3200138
l408,restaurant,Laurus,s7283,38,13187,52.561013,13.4108304
l409,pub,Pool Position,s429,31,13599,52.5365649,13.2227914
l410,cafe,Coffeebar c.t.,s10793,6,10117,52.5189879,13.3925988
l411,restaurant,Buchs,s7525,43,10629,52.5043261,13.3138377
l412,restaurant,Sala,s6282,62,10629,52.5037688,13.3132876
l413,nightclub,hausungarn,s5411,9,10178,52.5211185,13.4061329
l414,cafe,Freygeist,s258,1a,13595,52.5119925,13.2010234
l415,hostel,Meininger Hotel,s7716,67 68,10117,52.5249418,13.3922827
l416,restaurant,Saigon Tapas,s11529,75,10629,52.5030502,13.3075562
l417,restaurant,Genki-Sushi,s11529,22,10585,52.5145329,13.3046911
l418,restaurant,Osteria I Due,s5328,40,14057,52.5097763,13.2743919
l419,restaurant,Hüttendomizil,s5980,18b,13187,52.5694298,13.3987301
l420,restaurant,Bhetghat,s6282,81,10625,52.5086916,13.314013
l421,cafe,Chokocafé,s1464,15,10623,52.5035933,13.3195451
l422,restaurant,La Batea,s6027,42,10627,52.5073815,13.3091775
l423,cafe,Café Eckstern,s9705,20,10409,52.546475,13.4335178
l424,pub,Molle 2,s8530,80,13409,52.5585914,13.3709688
l425,restaurant,Focolare,s9054,41,13593,52.5179931,13.1689736
l426,cafe,Dazwischen,s10609,16,13353,52.5415936,13.3506764
l427,restaurant,al dente,s3938,29,10405,52.5322456,13.4288704
l428,restaurant,Pignut BBQ,s859,2 4,10551,52.5279685,13.3382353
l429,bar,Rote Rose,s25,90,10997,52.5015069,13.419281
l430,cafe,19grams,s1626,74,10245,52.5071039,13.4686605
l431,restaurant,Good Friends,s5383,30,10623,52.5062361,13.3178317
l432,restaurant,DoDeLi,s5383,121,10625,52.5063208,13.310227
l433,restaurant,Pankoff,s1694,22,13187,52.569811,13.402408
l434,pub,Schwarzes Cafe,s5383,148,10623,52.5055586,13.3241601
l435,restaurant,Ba Quê,s8847,27,10245,52.5031007,13.4532543
l436,bar,Goldfisch,s4043,67,10245,52.5116374,13.4583283
l437,cafe,Calm Coffee,s11671,38,10245,52.5090686,13.4591398
l438,pub,The Moonlight,s5328,80,14057,52.5094377,13.2774619
l439,restaurant,Kingston,s9671,12,10245,52.5105634,13.4562641
l440,restaurant,Nusantara,s10736,18,10559,52.5264141,13.3491742
l441,hostel,Happy go Lucky,s10314,17,10627,52.5051636,13.3008775
l442,cafe,Bäckerei & Konditorei Buchwald,s1099,29,10557,52.521226,13.3476767
l443,cafe,INI-Keller,s10242,145,10623,52.5119946,13.3241953
l444,restaurant,Tacoriño,s5764,18,10623,52.5077054,13.3224097
l445,restaurant,Kantine Umweltministerium,s10282,128,10117,52.507879,13.3783891
l446,hotel,Hotel - Pension Schäfer,s9284,36,12439,52.4544813,13.5163491
l447,pub,Bilderpinte,s7374,7,10409,52.5431068,13.4385652
l448,bar,Hefner,s5383,146,10623,52.5055487,13.3233208
l449,restaurant,Hugos Restaurant,s1829,2,10787,52.5070549,13.3446538
l450,hotel,Hollywood Media Hotel,s6086,202,10719,52.5016365,13.3212851
l451,bar,Bar 65,s10675,65,13353,52.5434766,13.3582056
l452,cafe,McCafé,s8221,45,13089,52.5609121,13.4290391
l453,hotel,Pentahotel Berlin-Köpenick,s4040,1,12557,52.4437522,13.56961604569658
l454,bar,12,s9855,12,13353,52.5420906,13.3556319
l455,restaurant,La Bottega dei Sapori,s7091,8,10589,52.5252103,13.3046227
l456,cafe,Hak Bäckerei,s4771,24,13347,52.5520042,13.3661306
l457,restaurant,Good Rice,s4986,22,10553,52.5286966,13.3185036
l458,restaurant,Muday,s4043,33,10245,52.5123703,13.4538478
l459,restaurant,Tonkin,s6004,12,10245,52.5107836,13.4576377
l460,cafe,Café - Villa Oppenheim,s9234,55,14059,52.5160502,13.2981003
l461,restaurant,Preußisches Landwirtshaus,s3102,23,14055,52.5104108,13.2404183
l462,cafe,Companion Coffee,s7721,24,10999,52.501168,13.4211245
l463,restaurant,Zille Stube,s9850,3,10178,52.5160831,13.4058398
l464,restaurant,Vino Del Sol,s6174,219a,13055,52.5344093,13.486247
l465,restaurant,focaccino,s10314,16,10627,52.505195,13.3010238
l466,restaurant,Green Flavor,s5383,22,10623,52.5060457,13.32098
l467,hotel,Henri Hotel Berlin,s6981,9,10719,52.5009762,13.32871
l468,restaurant,Croatia Eck,s8078,107,13595,52.5248354,13.1970782
l469,cafe,Nothaft + Seidel,s9325,43a,10435,52.5401186,13.412563
l470,restaurant,New Day,s7528,25,10247,52.5145853,13.4599048
l471,restaurant,Heno Heno,s11407,37,10629,52.5038973,13.3156892
l472,restaurant,Ziko’s Grill,s5329,64aa,10627,52.5077041,13.3024516
l473,restaurant,XII Apostel,s1464,49,10623,52.5052364,13.3205897
l474,restaurant,Trattoria Paparazzi,s6273,9,10245,52.5029899,13.4531526
l475,nightclub,Maxxim Club,s5220,15,10719,52.5019061,13.3308361
l476,restaurant,Trattoria Terra Sarda,s9879,30,10439,52.5485196,13.4201111
l477,restaurant,Rossini,s3163,96,13187,52.566057,13.396368
l478,restaurant,Persepolis,s6091,127,10785,52.5023991,13.3515472
l479,restaurant,Dae Mon,s7203,11,10178,52.5227782,13.3993746
l480,cafe,Aromas Café,s6808,26a,10405,52.5332476,13.4285183
l481,cafe,Atomic,s4308,36,10623,52.5110576,13.3239916
l482,cafe,USE ggmbh,s7721,26,10999,52.5010678,13.4204778
l483,restaurant,Kantine WZB,s8479,50,10785,52.5066682,13.3654092
l484,restaurant,Nieu Com,s8289,33,10247,52.5165352,13.4605326
l485,bar,Bar Solut,s7299,157,13353,52.5448883,13.3613469
l486,hotel,Hotel am Steinplatz,s9935,4,10623,52.5081218,13.3263197
l487,restaurant,Yama,s6808,48,10405,52.535413,13.4230241
l488,bar,Hurricane,s10757,2,10553,52.5291922,13.31727
l489,bar,Saveur Champagne,s6250,16,10997,52.5008761,13.4302896
l490,restaurant,La Sepia,s6763,2,10789,52.5032948,13.337074
l491,cafe,Neumanns,s3473,18,10245,52.5102963,13.4581081
l492,pub,Café Cralle,s4771,10a,13347,52.550607,13.363522
l493,restaurant,Asia Deli,s9537,41,13353,52.5497017,13.3513439
l494,restaurant,Sushi Yana,s11021,3,10551,52.5274893,13.3308865
l495,restaurant,Trattoria da Francesco,s9519,230,13591,52.5420876,13.1660941
l496,restaurant,Minh-Trang,s5383,67,10627,52.5069431,13.3025606
l497,cafe,Eiscafé Italia,s5329,58a,10627,52.5071262,13.302521
l498,bar,Academie Lounge,s5920,44,10963,52.5071731,13.377563
l499,restaurant,mama trattoria,s10507,2,14052,52.5099415,13.273803
l500,restaurant,Ishin,s1994,16,10117,52.5079532,13.3926131
l501,bar,Musikcafé Sterlitz,s9537,104,13353,52.5490612,13.3484073
l502,cafe,Studio 8,s4088,8,13357,52.5517988,13.3865542
l503,restaurant,La Cantina,s1464,17,10623,52.5033917,13.3194823
l504,restaurant,Restauration Sophien 11,s9756,11,10178,52.52503,13.4027669
l505,hotel,Hotel Tiergarten,s253,89,10559,52.5251174,13.3438082
l506,hotel,Hotel Sylter Hof Berlin,s6091,114 116,10787,52.5033514,13.3477852
l507,cafe,Anno Domini,s5667,21,14059,52.5184897,13.2899419
l508,restaurant,Polo Bistro,s4873,62,13509,52.5809133,13.3042717
l509,cafe,Five Elephant,s223,14,10119,52.5267285,13.4076235
l510,cafe,Frau Krüger - Café am Mauerpark,s5865,37,10437,52.5482559,13.400897
l511,bar,Fitcher's Vogel,s11102,26,10243,52.5104061,13.4512424
l512,restaurant,Arriba Mexico,s8078,98,13595,52.5235334,13.197796
l513,restaurant,Chandni,s5064,36,10405,52.5330328,13.4230503
l514,restaurant,Brasserie Lamazère,s10314,18,10627,52.505088,13.3005252
l515,restaurant,Wandel,s1280,6,10178,52.5239834,13.4166846
l516,pub,AltoAdige Tagesbar,s11548,22,10627,52.5056523,13.299933
l517,restaurant,Trattoria Da Gianni,s6308,1,14057,52.5048736,13.2989392
l518,restaurant,Dong Lei Schön,s4867,17,14057,52.50561,13.2954862
l519,restaurant,Brasserie Le Paris,s6086,211,10719,52.5021134,13.3245036
l520,restaurant,El Dorado,s6086,203 205,10719,52.5018147,13.322497
l521,cafe,Backufer,s7602,5,13353,52.5394405,13.3565383
l522,restaurant,Black & White Istanbul,s7620,17,10789,52.5022514,13.3381307
l523,restaurant,Samowar,s6630,3,10585,52.5209345,13.2998829
l524,restaurant,Zaika,s11385,57,10439,52.548073,13.422762
l525,restaurant,Nam Ý,s11633,105,13187,52.5651559,13.3949802
